name,age,net_worth_million_usd,industry,industries,country,self_made,gender
Mitchell Rales,69.0,3819.51,Manufacturing,Manufacturing,United States,True,M
Dan Olsson,79.0,3818.64,Diversified,Diversified,Sweden,False,M
Martin Ebner,80.0,3817.93,Finance & Investments,Finance & Investments,Switzerland,True,M
Stephen Jarislowsky,100.0,3815.43,Finance & Investments,Finance & Investments,Canada,True,M
Ira Rennert,91.0,3813.8,Finance & Investments,Finance & Investments,United States,True,M
Meg Whitman,69.0,3809.36,Technology,Technology,United States,True,F
David Baszucki,63.0,3807.19,Technology,Technology,United States,True,M
Kim Beom-su,60.0,3792.54,Technology,Technology,South Korea,True,M
Pat Stryker,70.0,3787.87,Healthcare,Healthcare,United States,False,F
Masahiro Miki,70.0,3786.95,Fashion & Retail,Fashion & Retail,Japan,True,M
Liu Sheng,55.0,3786.95,Manufacturing,Manufacturing,China,True,M
Najib Mikati,70.0,3784.72,Telecom,Telecom,Lebanon,True,M
Taha Mikati,81.0,3784.72,Telecom,Telecom,Lebanon,True,M
Cameron Adams,46.0,3780.0,Technology,Technology,Australia,True,M
Scott Shleifer,48.0,3780.0,Finance & Investments,Finance & Investments,United States,True,M
Danielle Bellon & family,86.0,3778.25,Service,Service,France,False,F
Erman Ilicak,58.0,3778.01,Construction & Engineering,Construction & Engineering,Turkey,True,M
Weili Dai,64.0,3767.78,Technology,Technology,United States,True,F
Anand Mahindra,70.0,3762.0,Diversified,Diversified,India,False,M
Lawrence Stroll,66.0,3751.95,Fashion & Retail,Fashion & Retail,Canada,True,M
John Fisher,64.0,3751.5,Fashion & Retail,Fashion & Retail,United States,False,M
Kommer Damen,82.0,3747.99,Manufacturing,Manufacturing,Netherlands,False,M
August Troendle,70.0,3741.22,Healthcare,Healthcare,United States,True,M
Danny Harris,53.0,3728.71,Fashion & Retail,Fashion & Retail,United States,True,M
Dennis Bastas,59.0,3727.98,Healthcare,Healthcare,Australia,True,M
Brunello Cucinelli & family,72.0,3719.81,Fashion & Retail,Fashion & Retail,Italy,True,M
Alceu Elias Feldmann & family,76.0,3717.86,Energy,Energy,Brazil,True,M
Ralph Dommermuth,62.0,3716.1,Technology,Technology,Germany,True,M
Robert Clark,67.0,3713.32,Construction & Engineering,Construction & Engineering,United States,True,M
Maggie Gu,44.0,3710.0,Fashion & Retail,Fashion & Retail,China,True,F
Molly Miao,40.0,3710.0,Fashion & Retail,Fashion & Retail,China,True,F
Ren Xiaoqing,45.0,3710.0,Fashion & Retail,Fashion & Retail,China,True,M
Chao Chung-Hsin,71.0,3708.52,Manufacturing,Manufacturing,Taiwan,True,M
Liang Feng,57.0,3706.81,Manufacturing,Manufacturing,China,True,M
Liu Wei,39.0,3700.0,Technology,Technology,China,True,M
Marco DeGeorge,52.0,3692.5,Fashion & Retail,Fashion & Retail,United States,True,M
Fernando Chico Pardo,74.0,3691.43,Service,Service,Mexico,True,M
Sol Daurella,60.0,3690.14,Food & Beverage,Food & Beverage,Spain,False,F
Kenneth Dart,71.0,3676.86,Finance & Investments,Finance & Investments,Belize,False,M
Romano Minozzi,91.0,3676.75,Diversified,Diversified,Italy,True,M
Adam Kwok,43.0,3673.24,Real Estate,Real Estate,Hong Kong,False,M
Qian Dongqi,68.0,3671.34,Manufacturing,Manufacturing,China,True,M
Takahisa Takahara,64.0,3669.66,Fashion & Retail,Fashion & Retail,Japan,False,M
James Packer,58.0,3669.01,Finance & Investments,Finance & Investments,Australia,False,M
Ricardo Salinas Pliego & family,70.0,3661.19,Fashion & Retail,Fashion & Retail,Mexico,False,M
Wang Junlin & family,63.0,3642.69,Food & Beverage,Food & Beverage,China,True,M
Spiro Latsis & family,79.0,3642.37,Diversified,Diversified,Greece,False,M
Roman Trotsenko,55.0,3640.61,Logistics,Logistics,Russia,True,M
Peter Hargreaves,79.0,3638.05,Finance & Investments,Finance & Investments,United Kingdom,True,M
Remo Ruffini,64.0,3637.97,Fashion & Retail,Fashion & Retail,Italy,True,M
Hiroshi Mikitani,61.0,3636.61,Fashion & Retail,Fashion & Retail,Japan,True,M
Barry Zekelman,59.0,3634.0,Manufacturing,Manufacturing,Canada,False,M
Issad Rebrab & family,82.0,3632.1,Food & Beverage,Food & Beverage,Algeria,True,M
Hemant Taneja,51.0,3632.0,Technology,Technology,United States,True,M
Panagiotis Tsakos & family,90.0,3631.33,Logistics,Logistics,Greece,True,M
Cai Dongchen,73.0,3620.06,Healthcare,Healthcare,China,True,M
G. M. Rao,75.0,3616.43,Logistics,Logistics,India,True,M
Vladimir Litvinenko & family,70.0,3616.41,Manufacturing,Manufacturing,Russia,True,M
Leon G. Cooperman,83.0,3614.0,Finance & Investments,Finance & Investments,United States,True,M
Sun Weijie,62.0,3608.16,Manufacturing,Manufacturing,China,True,M
Antonio Del Valle Ruiz & family,87.0,3604.96,Manufacturing,Manufacturing,Mexico,True,M
Nick Caporella,90.0,3603.46,Food & Beverage,Food & Beverage,United States,True,M
Zhou Jianping,65.0,3593.58,Fashion & Retail,Fashion & Retail,China,True,M
Shlomo Eliahu,90.0,3591.91,Finance & Investments,Finance & Investments,Israel,True,M
Prasert Prasarttong-Osoth,93.0,3590.86,Healthcare,Healthcare,Thailand,True,M
Yao Liangsong,61.0,3590.27,Manufacturing,Manufacturing,China,True,M
Liora Ofer,72.0,3588.92,Finance & Investments,Finance & Investments,Israel,False,F
Martua Sitorus,66.0,3584.44,Manufacturing,Manufacturing,Indonesia,True,M
Hilton Schlosberg & family,73.0,3583.61,Food & Beverage,Food & Beverage,United Kingdom,True,M
Jean Coutu & family,98.0,3583.42,Fashion & Retail,Fashion & Retail,Canada,True,M
Fabrizio Di Amato,62.0,3582.84,Construction & Engineering,Construction & Engineering,Italy,True,M
Brian Acton,54.0,3581.0,Technology,Technology,United States,True,M
Lorenzo Fertitta,57.0,3578.8,Sports,Sports,United States,False,M
Juan Abello,84.0,3577.12,Finance & Investments,Finance & Investments,Spain,False,M
Wolfgang Leitner,73.0,3571.6,Construction & Engineering,Construction & Engineering,Austria,True,M
Li Zhenguo & family,58.0,3571.06,Manufacturing,Manufacturing,China,True,M
William Wrigley Jr,62.0,3567.95,Food & Beverage,Food & Beverage,United States,False,M
Syed Mokhtar AlBukhary,74.0,3565.81,Construction & Engineering,Construction & Engineering,Malaysia,True,M
Jeff Rothschild,71.0,3563.92,Technology,Technology,United States,True,M
Jonathan Nelson,69.0,3563.36,Finance & Investments,Finance & Investments,United States,True,M
Frank Fertitta III,64.0,3562.96,Sports,Sports,United States,False,M
Hans Georg Naeder & family,64.0,3562.25,Manufacturing,Manufacturing,Germany,False,M
Travis Kalanick,49.0,3562.0,Technology,Technology,United States,True,M
Isabella Seràgnoli,80.0,3548.72,Manufacturing,Manufacturing,Italy,False,F
Marc Fielmann,36.0,3543.84,Manufacturing,Manufacturing,Germany,False,M
April Goh,35.0,3538.99,Manufacturing,Manufacturing,Singapore,False,F
Hu Rongda & family,66.0,3538.57,Manufacturing,Manufacturing,China,True,M
Hong Jie,58.0,3534.19,Manufacturing,Manufacturing,China,True,M
Palmer Luckey,33.0,3532.88,Technology,Technology,United States,True,M
C.C. Leung,76.0,3526.7,Technology,Technology,Taiwan,True,M
Kentaro Ogawa,77.0,3526.49,Food & Beverage,Food & Beverage,Japan,True,M
Ramon Ang,72.0,3524.25,Food & Beverage,Food & Beverage,Philippines,True,M
Klaus-Peter Schulenberg,74.0,3521.62,Service,Service,Germany,True,M
Koos Bekker,73.0,3515.19,Media & Entertainment,Media & Entertainment,South Africa,True,M
Eduard Schleicher,70.0,3503.16,Manufacturing,Manufacturing,Germany,False,M
Ursula Hutter-Schleicher,69.0,3503.16,Manufacturing,Manufacturing,Germany,False,F
Luo Yuhao,36.0,3500.0,Technology,Technology,China,True,M
Chao Yung-Tsang,70.0,3496.58,Manufacturing,Manufacturing,Taiwan,True,M
Neil Shen,58.0,3493.9,Finance & Investments,Finance & Investments,China,True,M
Michael Latifi,63.0,3485.17,Food & Beverage,Food & Beverage,Canada,True,M
Gilles Martin,62.0,3483.59,Healthcare,Healthcare,France,True,M
Udo Schütz & family,89.0,3481.66,Manufacturing,Manufacturing,Germany,True,M
Qiu Wensheng,53.0,3477.66,Manufacturing,Manufacturing,China,True,M
Peter Sondakh,76.0,3477.46,Finance & Investments,Finance & Investments,Indonesia,True,M
Jacques D'Amours,69.0,3472.01,Fashion & Retail,Fashion & Retail,Canada,True,M
Bom Kim,47.0,3465.78,Technology,Technology,United States,True,M
Sergio Stevanato & family,83.0,3462.66,Healthcare,Healthcare,Italy,True,M
Vincent McMahon,80.0,3456.22,Sports,Sports,United States,True,M
Howard Schultz,72.0,3453.28,Food & Beverage,Food & Beverage,United States,True,M
Travis Boersma,55.0,3450.17,Food & Beverage,Food & Beverage,United States,True,M
Georg von Opel,59.0,3445.54,Finance & Investments,Finance & Investments,Switzerland,False,M
Catheline Perier D'Ieteren,81.0,3432.63,Automotive,Automotive,Belgium,False,F
Christian Haub,61.0,3430.71,Fashion & Retail,Fashion & Retail,Germany,False,M
Richard Peery,87.0,3430.37,Real Estate,Real Estate,United States,True,M
Susan Alfond,80.0,3427.94,Fashion & Retail,Fashion & Retail,United States,False,F
Ted Alfond,81.0,3427.94,Fashion & Retail,Fashion & Retail,United States,False,M
Bill Alfond,77.0,3427.87,Fashion & Retail,Fashion & Retail,United States,False,M
Ankur Jain,36.0,3423.37,Finance & Investments,Finance & Investments,United States,True,M
Karsanbhai Patel,82.0,3413.1,Diversified,Diversified,India,True,M
Waleed Mohammad Al Zaabi,62.0,3407.55,Real Estate,Real Estate,United Arab Emirates,True,M
Niva Gurevitch,54.0,3403.25,Finance & Investments,Finance & Investments,Israel,False,F
Tali Griffel,40.0,3403.25,Finance & Investments,Finance & Investments,Israel,False,F
Sanjiv Goenka,65.0,3401.83,Diversified,Diversified,India,False,M
Eva Maria Bucher-Haefner,69.0,3400.0,Technology,Technology,Switzerland,False,F
Gwynne Shotwell,62.0,3400.0,Technology,Technology,United States,True,F
Parker Conrad,46.0,3400.0,Technology,Technology,United States,True,M
Martin Lau,53.0,3396.37,Technology,Technology,Hong Kong,True,M
Michiel Le Roux,76.0,3395.47,Finance & Investments,Finance & Investments,South Africa,True,M
Jack Gance,80.0,3393.72,Healthcare,Healthcare,Australia,True,M
Felix Baker,57.0,3392.59,Finance & Investments,Finance & Investments,United States,True,M
Julian Baker,59.0,3392.59,Finance & Investments,Finance & Investments,United States,True,M
Keith Dunleavy & family,56.0,3389.0,Healthcare,Healthcare,United States,True,M
Xie Weitong,69.0,3384.25,Metals & Mining,Metals & Mining,Taiwan,True,M
Gang Ye,45.0,3384.15,Media & Entertainment,Media & Entertainment,Singapore,True,M
Jack Cockwell,85.0,3383.0,Finance & Investments,Finance & Investments,Canada,True,M
Zhang Tao,53.0,3378.88,Fashion & Retail,Fashion & Retail,China,True,M
Roberto Irineu Marinho,78.0,3376.74,Media & Entertainment,Media & Entertainment,Brazil,False,M
Mário Araripe,71.0,3374.04,Energy,Energy,Brazil,True,M
Peter Beck,49.0,3372.7,Technology,Technology,New Zealand,True,M
Prathap Reddy,94.0,3365.36,Healthcare,Healthcare,India,True,M
Vivek Jain,70.0,3355.74,Manufacturing,Manufacturing,India,False,M
Sean Parker,46.0,3355.56,Technology,Technology,United States,True,M
Warren Stephens,69.0,3355.53,Finance & Investments,Finance & Investments,United States,False,M
Augusto Perfetti,79.0,3354.4,Food & Beverage,Food & Beverage,Italy,False,M
Xue Min,69.0,3348.27,Healthcare,Healthcare,China,True,M
Segolene Gallienne,48.0,3343.07,Manufacturing,Manufacturing,Belgium,False,F
B. Partha Saradhi Reddy,72.0,3335.95,Healthcare,Healthcare,India,True,M
Sam Altman,40.0,3333.53,Finance & Investments,Finance & Investments,United States,True,M
William Hockey,36.0,3332.0,Finance & Investments,Finance & Investments,United States,True,M
Ma Yunsheng,63.0,3327.1,Diversified,Diversified,China,True,M
Todd Wanek,62.0,3318.7,Manufacturing,Manufacturing,United States,False,M
Mark Davis,70.0,3316.8,Sports,Sports,United States,False,M
Thomas James,83.0,3299.55,Finance & Investments,Finance & Investments,United States,False,M
Gerry Harvey,86.0,3298.76,Fashion & Retail,Fashion & Retail,Australia,True,M
E. Joe Shoen,76.0,3292.22,Automotive,Automotive,United States,False,M
Xiao Hongxing,59.0,3291.09,Manufacturing,Manufacturing,China,True,M
David Zalik,52.0,3284.08,Technology,Technology,United States,True,M
Alan Howard,62.0,3278.5,Finance & Investments,Finance & Investments,United Kingdom,True,M
Shiv Kishan Agrawal,85.0,3278.3,Food & Beverage,Food & Beverage,India,False,M
Zhou Xiaoping,64.0,3273.72,Manufacturing,Manufacturing,China,True,F
P.V. Ramprasad Reddy,68.0,3273.64,Healthcare,Healthcare,India,True,M
Wang Yun'an,40.0,3269.92,Food & Beverage,Food & Beverage,China,True,M
Jay Paul,78.0,3267.01,Real Estate,Real Estate,United States,True,M
Ryan Smith,47.0,3264.0,Technology,Technology,United States,True,M
Wilhelm Beier & family,70.0,3253.44,Healthcare,Healthcare,Germany,True,M
Theo Roussis,72.0,3252.11,Manufacturing,Manufacturing,Belgium,False,M
Lawrence Golub,66.0,3252.0,Finance & Investments,Finance & Investments,United States,True,M
Haim Saban,81.0,3250.11,Media & Entertainment,Media & Entertainment,United States,True,M
Eric Sprott,81.0,3246.69,Finance & Investments,Finance & Investments,Canada,True,M
Yu Zhuyun,52.0,3246.69,Construction & Engineering,Construction & Engineering,China,True,M
John Tyson & family,72.0,3243.39,Food & Beverage,Food & Beverage,United States,False,M
Sophie Luise Fielmann,31.0,3240.35,Manufacturing,Manufacturing,Germany,False,F
Martin Hetzner,54.0,3236.74,Technology,Technology,Germany,True,M
Long Wan,85.0,3233.13,Food & Beverage,Food & Beverage,China,True,M
Lucio Tan,91.0,3227.7,Diversified,Diversified,Philippines,True,M
Harish Ahuja,70.0,3223.86,Manufacturing,Manufacturing,India,False,M
Jim Breyer,64.0,3222.39,Finance & Investments,Finance & Investments,United States,True,M
Chen Qiongxiang,,3217.99,Energy,Energy,China,True,F
Alexandr Wang,29.0,3215.0,Technology,Technology,United States,True,M
Roberto Sallouti,54.0,3213.8,Finance & Investments,Finance & Investments,Brazil,True,M
Frank VanderSloot,77.0,3211.43,Fashion & Retail,Fashion & Retail,United States,True,M
Tang Jie,49.0,3206.14,Technology,Technology,China,True,M
Kwon Hyuk-bin,52.0,3206.07,Media & Entertainment,Media & Entertainment,South Korea,True,M
Yang Huiyan & family,44.0,3205.19,Real Estate,Real Estate,China,False,F
John Pritzker,72.0,3204.51,Finance & Investments,Finance & Investments,United States,False,M
Byunghoon Kim,37.0,3202.11,Fashion & Retail,Fashion & Retail,South Korea,True,M
John Dorrance III,82.0,3202.0,Food & Beverage,Food & Beverage,Ireland,False,M
Henry Laufer,80.0,3200.0,Finance & Investments,Finance & Investments,United States,True,M
Maritsa Lazari & family,81.0,3199.62,Real Estate,Real Estate,United Kingdom,True,F
John Coates,56.0,3198.41,Gambling & Casinos,Gambling & Casinos,United Kingdom,True,M
Pierre Karl Péladeau,64.0,3195.49,Media & Entertainment,Media & Entertainment,Canada,False,M
Wu Yingming,59.0,3195.44,Energy,Energy,China,True,M
Nikhil Kamath,39.0,3195.13,Finance & Investments,Finance & Investments,India,True,M
Howard Butt III & family,74.0,3195.0,Fashion & Retail,Fashion & Retail,United States,False,M
Stephen Butt & family,70.0,3195.0,Fashion & Retail,Fashion & Retail,United States,False,M
Kiran Mazumdar-Shaw,73.0,3193.45,Healthcare,Healthcare,India,True,F
Ben Navarro,63.0,3190.3,Finance & Investments,Finance & Investments,United States,True,M
Stephen Lansdown,73.0,3186.3,Finance & Investments,Finance & Investments,Guernsey,True,M
Marina Berlusconi,59.0,3186.16,Media & Entertainment,Media & Entertainment,Italy,False,F
Pier Silvio Berlusconi,56.0,3186.16,Media & Entertainment,Media & Entertainment,Italy,False,M
Cheng Xue,56.0,3184.52,Food & Beverage,Food & Beverage,China,True,F
Cho Hyun-joon,58.0,3183.2,Diversified,Diversified,South Korea,False,M
Miriam Baumann-Blocher,51.0,3179.72,Manufacturing,Manufacturing,Switzerland,False,F
William Chisholm,57.0,3179.2,Finance & Investments,Finance & Investments,United States,True,M
Tung Chee Hwa,88.0,3176.99,Logistics,Logistics,Hong Kong,False,M
Chen Jiancheng,67.0,3172.18,Manufacturing,Manufacturing,China,True,M
Feng Hailiang,65.0,3170.32,Metals & Mining,Metals & Mining,China,True,M
Frank Love,57.0,3170.0,Fashion & Retail,Fashion & Retail,United States,False,M
Greg Love,64.0,3170.0,Fashion & Retail,Fashion & Retail,United States,False,M
Jenny Love Meyer,60.0,3170.0,Fashion & Retail,Fashion & Retail,United States,False,F
Laura Love,63.0,3170.0,Fashion & Retail,Fashion & Retail,United States,False,F
Kamal Ghaffarian,68.0,3168.31,Energy,Energy,United States,True,M
Senapathy Gopalakrishnan,71.0,3166.72,Technology,Technology,India,True,M
Chen Fashu,65.0,3166.36,Finance & Investments,Finance & Investments,China,True,M
Dewi Kam,75.0,3163.29,Energy,Energy,Indonesia,True,F
Oprah Winfrey,72.0,3158.29,Media & Entertainment,Media & Entertainment,United States,True,F
Selina Stihl,48.0,3156.11,Manufacturing,Manufacturing,Germany,False,F
Wang Junshi & family,77.0,3151.85,Manufacturing,Manufacturing,China,True,M
Glen Taylor,85.0,3146.85,Service,Service,United States,True,M
Caroline Hagen Kjos,42.0,3144.52,Diversified,Diversified,Norway,False,F
Gerald Ford,81.0,3141.26,Finance & Investments,Finance & Investments,United States,True,M
Wu Xiangdong,57.0,3140.08,Food & Beverage,Food & Beverage,China,True,M
Alan Trefler,70.0,3139.4,Technology,Technology,United States,True,M
Denis O'Brien,68.0,3136.94,Telecom,Telecom,Ireland,True,M
Sam Gance,76.0,3134.15,Healthcare,Healthcare,Australia,True,M
Frank Blase,66.0,3133.91,Manufacturing,Manufacturing,Germany,False,M
Kagemasa Kozuki,85.0,3129.31,Media & Entertainment,Media & Entertainment,Japan,True,M
Sergei Galitsky,58.0,3125.4,Fashion & Retail,Fashion & Retail,Russia,True,M
Duke Reyes,69.0,3123.0,Food & Beverage,Food & Beverage,United States,False,M
Surender Saluja,79.0,3120.57,Energy,Energy,India,True,M
Jurgen Wirtgen,60.0,3119.89,Construction & Engineering,Construction & Engineering,Germany,False,M
Stefan Wirtgen,55.0,3119.89,Construction & Engineering,Construction & Engineering,Germany,False,M
Mahima Datla,48.0,3118.39,Healthcare,Healthcare,India,False,F
Yan Zhou,38.0,3114.87,Food & Beverage,Food & Beverage,China,True,M
Li Hongxin & family,73.0,3113.3,Manufacturing,Manufacturing,China,True,M
Eduardo Vivas,40.0,3107.76,Technology,Technology,United States,True,M
Ferit Faik Sahenk,62.0,3106.0,Diversified,Diversified,Turkey,False,M
William Stone,71.0,3104.87,Technology,Technology,United States,True,M
George Argyros & family,89.0,3104.74,Real Estate,Real Estate,United States,True,M
Robert Friedland,75.0,3099.63,Metals & Mining,Metals & Mining,United States,True,M
Leena Tewari,68.0,3097.75,Healthcare,Healthcare,India,False,F
Yoshiko Mori,85.0,3092.23,Real Estate,Real Estate,Japan,False,F
Sanjit Biswas,44.0,3092.18,Technology,Technology,United States,True,M
