name,age,net_worth_million_usd,industry,industries,country,self_made,gender
Jim McKelvey,60.0,1620.54,Technology,Technology,United States,True,M
Hans-Ueli Rihs & family,82.0,1620.24,Manufacturing,Manufacturing,Switzerland,False,M
Alan Wilson,85.0,1620.22,Fashion & Retail,Fashion & Retail,Australia,False,M
Bruce Wilson,80.0,1620.22,Fashion & Retail,Fashion & Retail,Australia,False,M
John Wilson,88.0,1620.22,Fashion & Retail,Fashion & Retail,Australia,False,M
Yoshiaki Yoshida,85.0,1618.7,Fashion & Retail,Fashion & Retail,Japan,True,M
Motilal Oswal,63.0,1618.51,Finance & Investments,Finance & Investments,India,True,M
Deniz Sahenk,80.0,1617.56,Diversified,Diversified,Turkey,False,F
Samuel Chen,76.0,1616.8,Finance & Investments,Finance & Investments,Taiwan,True,M
Zhang Jianguo & family,63.0,1616.48,Energy,Energy,China,True,M
Lou Jing & family,63.0,1615.99,Healthcare,Healthcare,China,True,M
Jose Llorens Torra,82.0,1614.86,Finance & Investments,Finance & Investments,Spain,True,M
Vladimir Yevtushenkov,77.0,1614.7,Telecom,Telecom,Russia,True,M
Liang Yunchao,57.0,1614.46,Food & Beverage,Food & Beverage,China,True,M
Sanjay Agarwal,55.0,1613.23,Finance & Investments,Finance & Investments,India,True,M
Alexander Sixt,46.0,1612.91,Automotive,Automotive,Germany,False,M
Konstantin Sixt,43.0,1612.91,Automotive,Automotive,Germany,False,M
Lai Jianping,,1611.03,Food & Beverage,Food & Beverage,China,True,M
Lu Zongjun,62.0,1609.55,Logistics,Logistics,China,True,M
Hans Sy,70.0,1609.43,Diversified,Diversified,Philippines,False,M
Yi Dasheng,65.0,1607.93,Diversified,Diversified,China,True,M
Art Levinson,76.0,1603.65,Diversified,Diversified,United States,True,M
Warren Chen,75.0,1603.61,Manufacturing,Manufacturing,Taiwan,True,M
Olivia Holding,61.0,1602.12,Finance & Investments,Finance & Investments,United States,False,F
Wirastuty Fangiono,53.0,1601.12,Manufacturing,Manufacturing,Indonesia,False,F
Tang Jinkui & family,70.0,1599.85,Manufacturing,Manufacturing,China,True,M
Antti Aarnio-Wihuri,86.0,1598.32,Diversified,Diversified,Finland,False,M
Ronnie Screwvala,69.0,1597.3,Media & Entertainment,Media & Entertainment,India,True,M
Wang Zhenggen,53.0,1597.21,Technology,Technology,China,True,M
Lisa Su,56.0,1596.65,Technology,Technology,United States,True,F
Pan Laican,,1595.73,Food & Beverage,Food & Beverage,China,True,M
Henry Engelhardt,68.0,1593.94,Finance & Investments,Finance & Investments,United States,True,M
Dean Solon,61.0,1592.0,Energy,Energy,United States,True,M
Dmitry Nikolaev,59.0,1591.39,Energy,Energy,Russia,True,M
Ingrid Wu,54.0,1591.19,Manufacturing,Manufacturing,United States,True,F
Margarita Latsis Catsiapis & family,64.0,1590.85,Diversified,Diversified,Greece,False,F
Richard Fairbank,75.0,1590.83,Finance & Investments,Finance & Investments,United States,True,M
Steven Sarowitz,60.0,1590.33,Technology,Technology,United States,True,M
Agustín Coppel Luken,64.0,1588.88,Fashion & Retail,Fashion & Retail,Mexico,False,M
Shalom Meckenzie & family,49.0,1588.84,Gambling & Casinos,Gambling & Casinos,Israel,True,M
Yu Kai,49.0,1588.83,Technology,Technology,China,True,M
Aziz Akhannouch & family,65.0,1587.71,Diversified,Diversified,Morocco,False,M
Mariarosa Lavelli,82.0,1587.16,Manufacturing,Manufacturing,Italy,False,F
Doris Fisher,94.0,1586.57,Fashion & Retail,Fashion & Retail,United States,True,F
Cai Zaihua,63.0,1585.93,Manufacturing,Manufacturing,China,True,M
Gerald Schwartz,84.0,1585.63,Finance & Investments,Finance & Investments,Canada,True,M
Yang Yunchun,56.0,1585.12,Manufacturing,Manufacturing,China,True,M
Winai Teawsomboonkij,63.0,1585.02,Food & Beverage,Food & Beverage,Thailand,True,M
Huang Yi,64.0,1583.27,Automotive,Automotive,Hong Kong,True,M
Herriot Tabuteau,57.0,1582.58,Healthcare,Healthcare,United States,True,M
Kwek Leng Keow,74.0,1581.49,Diversified,Diversified,Singapore,False,M
Kwek Leng Peck,70.0,1581.49,Diversified,Diversified,Singapore,False,M
Patricia Angelini Rossi,72.0,1581.23,Diversified,Diversified,Chile,False,F
Thaksin Shinawatra,76.0,1580.94,Finance & Investments,Finance & Investments,Thailand,True,M
Kirill Minovalov,55.0,1580.16,Diversified,Diversified,Russia,True,M
Allan Wong,76.0,1580.06,Manufacturing,Manufacturing,Hong Kong,True,M
Ke Xiping & family,65.0,1578.84,Diversified,Diversified,China,True,M
Wang Shuifu,71.0,1577.86,Manufacturing,Manufacturing,China,True,M
Hans Thomann,63.0,1577.47,Fashion & Retail,Fashion & Retail,Germany,True,M
Herbert Sy,69.0,1577.46,Diversified,Diversified,Philippines,False,M
Sidney Kimmel,98.0,1576.25,Fashion & Retail,Fashion & Retail,United States,True,M
Wu Zhigang & family,91.0,1575.6,Food & Beverage,Food & Beverage,China,True,M
Terence (Terry) Matthews,83.0,1574.89,Telecom,Telecom,Canada,True,M
Fernando Espinosa Abdalá,76.0,1574.85,Healthcare,Healthcare,Mexico,False,M
Leopoldo Espinosa Abdalá,,1574.85,Healthcare,Healthcare,Mexico,False,M
Julia Oetker,47.0,1574.83,Fashion & Retail,Fashion & Retail,Germany,False,F
Vladimir Ivanov,55.0,1574.83,Technology,Technology,Russia,True,M
Annika Bootsman Kleberg,60.0,1572.99,Logistics,Logistics,Sweden,False,F
Jonas Kleberg,62.0,1572.99,Logistics,Logistics,Sweden,False,M
Ramesh Kunhikannan,62.0,1571.0,Manufacturing,Manufacturing,India,True,M
Ben Ashkenazy,56.0,1570.87,Real Estate,Real Estate,United States,True,M
Lim Chap Huat,71.0,1570.14,Real Estate,Real Estate,Singapore,True,M
Yang Xuegang,61.0,1568.4,Manufacturing,Manufacturing,China,True,M
Anton Osika,35.0,1568.0,Technology,Technology,Sweden,True,M
Fabian Hedin,26.0,1568.0,Technology,Technology,Sweden,True,M
Fumio Sakiya,81.0,1567.43,Manufacturing,Manufacturing,Japan,True,M
Shamsheer Vayalil,49.0,1566.84,Healthcare,Healthcare,India,False,M
Ronald Perelman,83.0,1566.82,Finance & Investments,Finance & Investments,United States,True,M
Georg Haub,64.0,1565.79,Fashion & Retail,Fashion & Retail,Germany,False,M
Evgeny (Eugene) Shvidler,62.0,1562.45,Metals & Mining,Metals & Mining,United States,True,M
Alessandro Rosano,57.0,1561.02,Fashion & Retail,Fashion & Retail,Italy,True,M
Konstantin Goncharov & family,54.0,1560.77,Logistics,Logistics,Russia,True,M
Michael Steinhardt,85.0,1558.74,Finance & Investments,Finance & Investments,United States,True,M
Bharat Desai,73.0,1557.0,Technology,Technology,United States,True,M
Erik Must,83.0,1554.75,Finance & Investments,Finance & Investments,Norway,True,M
Filippo Ghirelli,46.0,1554.3,Energy,Energy,Italy,True,M
Magic Johnson,66.0,1551.72,Diversified,Diversified,United States,True,M
Bachtiar Karim,68.0,1550.32,Manufacturing,Manufacturing,Indonesia,False,M
Brian Roberts,66.0,1550.23,Media & Entertainment,Media & Entertainment,United States,False,M
Ahmet Calik,68.0,1550.0,Diversified,Diversified,Turkey,True,M
Robert Mouawad,81.0,1548.8,Service,Service,Lebanon,False,M
Frank McCourt,72.0,1548.0,Sports,Sports,United States,True,M
Robert Knauf & family,48.0,1547.09,Manufacturing,Manufacturing,Germany,False,M
Karin Schick,55.0,1545.4,Technology,Technology,Germany,False,F
Nelson Peltz,83.0,1543.44,Finance & Investments,Finance & Investments,United States,True,M
Peter Guber,84.0,1543.1,Sports,Sports,United States,True,M
Christina Flügel,50.0,1542.42,Food & Beverage,Food & Beverage,Germany,False,F
Wu Chung-yi,70.0,1542.35,Manufacturing,Manufacturing,Taiwan,False,M
Dick Wolf,79.0,1539.0,Media & Entertainment,Media & Entertainment,United States,True,M
Sekar Vembu,54.0,1538.26,Technology,Technology,India,True,M
Richard Warke,66.0,1536.97,Metals & Mining,Metals & Mining,Canada,True,M
Yusaku Maezawa,50.0,1532.73,Technology,Technology,Japan,True,M
Sundar Pichai,53.0,1531.74,Technology,Technology,United States,True,M
Vladimir Voronin,50.0,1531.61,Construction & Engineering,Construction & Engineering,Russia,True,M
Alexander Evnevich & family,66.0,1531.58,Food & Beverage,Food & Beverage,Russia,True,M
Bobby Murphy,37.0,1530.42,Technology,Technology,United States,True,M
Vitali Machitski & family,71.0,1529.78,Diversified,Diversified,Russia,True,M
Yves-Loic Martin,60.0,1528.62,Healthcare,Healthcare,France,True,M
Andrei Komarov & family,59.0,1526.23,Manufacturing,Manufacturing,Russia,True,M
Ilson Mateus & family,63.0,1524.96,Fashion & Retail,Fashion & Retail,Brazil,True,M
Dhruv Sawhney,81.0,1523.1,Construction & Engineering,Construction & Engineering,India,False,M
Kim Sang-beom,65.0,1522.83,Technology,Technology,South Korea,False,M
Miguel Tomás Arrufat Pujol,64.0,1521.79,Technology,Technology,Spain,True,M
Koon Poh Ming,69.0,1519.06,Metals & Mining,Metals & Mining,Malaysia,True,M
Eustasio Lopez Gonzalez,72.0,1519.05,Real Estate,Real Estate,Spain,True,M
Satyanarayana Chava,65.0,1518.71,Healthcare,Healthcare,India,True,M
Jose Isaac Peres & family,85.0,1517.97,Real Estate,Real Estate,Brazil,True,M
Qiu Minxiu,80.0,1517.77,Technology,Technology,China,True,F
George Christ & family,71.0,1517.14,Technology,Technology,United States,True,M
Manoj Upadhyay,55.0,1516.9,Energy,Energy,India,True,M
Chen Kaichen,70.0,1514.99,Manufacturing,Manufacturing,China,True,M
Tang Xiuguo,62.0,1511.94,Manufacturing,Manufacturing,China,True,M
Surin Upatkoon,77.0,1510.68,Diversified,Diversified,Thailand,True,M
Vladimir Fartushnyak,64.0,1510.48,Fashion & Retail,Fashion & Retail,Russia,True,M
Yuan Zhongxue,70.0,1509.3,Manufacturing,Manufacturing,China,True,M
Xiang Wenbo,63.0,1508.86,Manufacturing,Manufacturing,China,True,M
Kapil Bhatia,93.0,1508.72,Service,Service,India,True,M
Liu Ming Chung,63.0,1508.55,Manufacturing,Manufacturing,Brazil,True,M
Mori Arkin,73.0,1507.59,Healthcare,Healthcare,Israel,True,M
Hary Tanoesoedibjo,60.0,1507.05,Media & Entertainment,Media & Entertainment,Indonesia,True,M
Michael Teel,74.0,1506.9,Fashion & Retail,Fashion & Retail,United States,False,M
Carsten Koerl,61.0,1506.82,Sports,Sports,Germany,True,M
Kim Jung-youn,22.0,1505.49,Media & Entertainment,Media & Entertainment,South Korea,False,F
Kim Jung-min,24.0,1505.49,Media & Entertainment,Media & Entertainment,South Korea,False,F
Arsen Kanokov,69.0,1504.4,Real Estate,Real Estate,Russia,True,M
Lucio Co,71.0,1502.88,Fashion & Retail,Fashion & Retail,Philippines,True,M
Premchand Godha,79.0,1500.68,Healthcare,Healthcare,India,True,M
Ignacio Torras,61.0,1500.0,Energy,Energy,United States,True,M
John Morgan,70.0,1500.0,Service,Service,United States,True,M
Justin Yuan,45.0,1500.0,Media & Entertainment,Media & Entertainment,China,True,M
Peter Ludwig,41.0,1500.0,Technology,Technology,United States,True,M
Prasanna Sankar,37.0,1500.0,Technology,Technology,India,True,M
Qasar Younis,44.0,1500.0,Technology,Technology,United States,True,M
Seth Klarman,68.0,1500.0,Finance & Investments,Finance & Investments,United States,True,M
Thomas Crowley Jr & family,59.0,1500.0,Logistics,Logistics,United States,False,M
Xu Zhenhua,47.0,1500.0,Media & Entertainment,Media & Entertainment,China,True,M
Tony Xu,41.0,1499.7,Technology,Technology,United States,True,M
Chirayu Amin,79.0,1499.3,Healthcare,Healthcare,India,False,M
Carmen Thyssen,83.0,1498.09,Manufacturing,Manufacturing,Spain,False,F
Wang Xiaoshen,57.0,1497.91,Manufacturing,Manufacturing,China,True,M
G.V. Prasad,65.0,1497.42,Healthcare,Healthcare,India,False,M
Karl Hedin,76.0,1497.12,Construction & Engineering,Construction & Engineering,Sweden,False,M
Alan Gerry,97.0,1496.4,Media & Entertainment,Media & Entertainment,United States,True,M
Thomas von Koch,60.0,1494.66,Finance & Investments,Finance & Investments,Sweden,True,M
Turgay Ciner,70.0,1494.04,Diversified,Diversified,Turkey,True,M
Jim Koch,76.0,1493.96,Food & Beverage,Food & Beverage,United States,True,M
Heloise Pratt,63.0,1493.04,Manufacturing,Manufacturing,Australia,False,F
Tiger Woods,50.0,1491.0,Sports,Sports,United States,True,M
Mao Zhongwu,63.0,1490.9,Manufacturing,Manufacturing,China,True,M
Song Fei,59.0,1490.45,Manufacturing,Manufacturing,China,True,M
Brendan Blumer,39.0,1490.29,Finance & Investments,Finance & Investments,Hong Kong,True,M
Wang Mingwang,58.0,1489.09,Manufacturing,Manufacturing,China,True,M
Paul Fireman,82.0,1489.0,Fashion & Retail,Fashion & Retail,United States,True,M
Arvind Lal,76.0,1488.98,Healthcare,Healthcare,India,False,M
Satish Reddy,58.0,1488.14,Healthcare,Healthcare,India,False,M
Wang Zhenghua,82.0,1487.62,Service,Service,China,True,M
Stephen Winn,79.0,1486.8,Real Estate,Real Estate,United States,True,M
Lin Chang Su-O,85.0,1483.83,Real Estate,Real Estate,Taiwan,False,F
Yu Qibing & family,60.0,1481.88,Manufacturing,Manufacturing,China,True,M
Dan Gertler,52.0,1480.72,Metals & Mining,Metals & Mining,Israel,False,M
Chen Zhisong,60.0,1480.59,Technology,Technology,China,True,M
Oguz Tezmen,78.0,1480.22,Finance & Investments,Finance & Investments,Turkey,False,M
Filip Balcaen & family,66.0,1479.32,Diversified,Diversified,Belgium,False,M
Nir Zuk,55.0,1477.29,Technology,Technology,United States,True,M
Brad Keywell,56.0,1474.73,Technology,Technology,United States,True,M
Anas Sefrioui & family,68.0,1472.63,Real Estate,Real Estate,Morocco,True,M
Mu Rongjun,46.0,1471.39,Technology,Technology,China,True,M
Philip Fayer,48.0,1471.23,Technology,Technology,Canada,True,M
Stewart Butterfield,53.0,1471.16,Technology,Technology,Canada,True,M
Bingkun Xie & family,59.0,1471.16,Fashion & Retail,Fashion & Retail,China,True,M
Jenny Lindén Urnes,55.0,1470.06,Manufacturing,Manufacturing,Sweden,False,F
Georgios Peristeris,69.0,1468.86,Real Estate,Real Estate,Greece,True,M
Rolly van Rappard,65.0,1467.74,Finance & Investments,Finance & Investments,Netherlands,True,M
Rubens Ometto Silveira Mello,76.0,1466.86,Energy,Energy,Brazil,False,M
Chu Jian,63.0,1466.67,Manufacturing,Manufacturing,China,True,M
Zhang Liguo,62.0,1466.34,Manufacturing,Manufacturing,China,True,M
Roland Duchatelet & family,79.0,1466.34,Technology,Technology,Belgium,True,M
Pantas Sutardja,63.0,1465.08,Technology,Technology,United States,True,M
Rajeev Gulati,61.0,1464.9,Food & Beverage,Food & Beverage,India,False,M
Sylvia Wedemeyer,58.0,1464.13,Manufacturing,Manufacturing,Germany,False,F
Jimmy Rane,79.0,1464.0,Manufacturing,Manufacturing,United States,True,M
D.V. Manjunatha,58.0,1463.58,Energy,Energy,India,True,M
Lu Lili,,1463.45,Technology,Technology,China,True,F
Chang Chung-Hsing,64.0,1460.8,Manufacturing,Manufacturing,Taiwan,True,M
Barry Bentley & family,70.0,1460.54,Technology,Technology,United States,True,M
Vadim Vikulov,62.0,1460.41,Food & Beverage,Food & Beverage,Russia,True,M
Dora Voigt de Assis,28.0,1460.1,Manufacturing,Manufacturing,Brazil,False,F
Lívia Voigt de Assis,21.0,1460.1,Manufacturing,Manufacturing,Brazil,False,F
Li Jiaquan,62.0,1460.02,Manufacturing,Manufacturing,China,True,M
Martin Herrenknecht,83.0,1459.45,Manufacturing,Manufacturing,Germany,True,M
Chen Xuehua,65.0,1459.24,Metals & Mining,Metals & Mining,China,True,M
Rajju Shroff,92.0,1458.31,Manufacturing,Manufacturing,India,True,M
Marc Lipschultz,57.0,1457.54,Finance & Investments,Finance & Investments,United States,True,M
Alexander Savelyev & family,72.0,1457.35,Finance & Investments,Finance & Investments,Russia,True,M
Li Xuhui,57.0,1456.97,Food & Beverage,Food & Beverage,China,True,F
Tseng Cheng,64.0,1454.32,Manufacturing,Manufacturing,Taiwan,False,M
Harley Sy,66.0,1453.7,Diversified,Diversified,Philippines,False,M
Faruk Eczacibasi,71.0,1449.05,Diversified,Diversified,Turkey,False,M
David Xueling Li,53.0,1447.87,Technology,Technology,China,True,M
Adrian Paval,57.0,1447.77,Fashion & Retail,Fashion & Retail,Romania,True,M
Shrikant Badve,60.0,1447.67,Automotive,Automotive,India,True,M
Lucy Guo,31.0,1447.4,Technology,Technology,United States,True,F
Zheng Wei,55.0,1447.27,Healthcare,Healthcare,China,True,M
Tan Yu Yeh,55.0,1443.7,Fashion & Retail,Fashion & Retail,Malaysia,True,M
Jose Ermirio de Moraes Neto,73.0,1442.34,Diversified,Diversified,Brazil,False,M
Jose Roberto Ermirio de Moraes,68.0,1442.34,Diversified,Diversified,Brazil,False,M
Neide Helena de Moraes,71.0,1442.34,Diversified,Diversified,Brazil,False,F
Yao Hsiao Tung,86.0,1441.27,Manufacturing,Manufacturing,Singapore,True,M
Li Zhen & family,62.0,1440.96,Manufacturing,Manufacturing,China,True,M
George Marcus,84.0,1440.25,Real Estate,Real Estate,United States,True,M
Swift Xie,46.0,1440.0,Technology,Technology,China,True,M
Alexander Linnik,58.0,1438.06,Food & Beverage,Food & Beverage,Russia,True,M
Victor Linnik,58.0,1438.06,Food & Beverage,Food & Beverage,Russia,True,M
He Zhenggang,72.0,1437.14,Manufacturing,Manufacturing,China,True,M
Chris Wallin,73.0,1436.63,Metals & Mining,Metals & Mining,Australia,True,M
Eric Hémar,63.0,1435.5,Logistics,Logistics,France,True,M
Zhao Tongtong,59.0,1435.32,Service,Service,Canada,True,F
Chaitanya Desai,54.0,1434.39,Manufacturing,Manufacturing,India,False,M
Kushal Desai,59.0,1434.39,Manufacturing,Manufacturing,India,False,M
Itamar Locks & family,71.0,1433.85,Food & Beverage,Food & Beverage,Brazil,False,M
Blairo Maggi,69.0,1433.69,Food & Beverage,Food & Beverage,Brazil,False,M
Andrei Filatov,54.0,1432.53,Logistics,Logistics,Russia,True,M
Markus Persson,46.0,1432.08,Media & Entertainment,Media & Entertainment,Sweden,True,M
Lu Yiwen,38.0,1431.13,Fashion & Retail,Fashion & Retail,China,True,F
Kirit Doshi,61.0,1430.75,Energy,Energy,India,False,M
René Holecek,59.0,1428.85,Manufacturing,Manufacturing,Czech Republic,True,M
Wang Qiangxiang,54.0,1426.35,Service,Service,China,True,M
Wu Xushun & family,78.0,1425.36,Diversified,Diversified,China,True,M
Onkar Kanwar,83.0,1425.32,Automotive,Automotive,India,False,M
Adriaan Mol,42.0,1423.0,Technology,Technology,Netherlands,True,M
Chua Thian Poh,77.0,1422.77,Real Estate,Real Estate,Singapore,True,M
Wang Minwen,62.0,1422.7,Technology,Technology,China,True,M
Yan Zhi,53.0,1422.23,Real Estate,Real Estate,China,True,M
Max Levchin,50.0,1422.04,Finance & Investments,Finance & Investments,United States,True,M
LeBron James,41.0,1422.0,Sports,Sports,United States,True,M
Jared Smith,51.0,1421.0,Technology,Technology,United States,True,M
Carson Brice,58.0,1420.97,Finance & Investments,Finance & Investments,United States,False,F
Michael Wisser,53.0,1420.89,Logistics,Logistics,Germany,False,M
Claire Bristow,59.0,1420.2,Finance & Investments,Finance & Investments,United States,False,F
Jordi Rubiralta,52.0,1417.33,Healthcare,Healthcare,Spain,False,M
Shirley Kao,69.0,1416.96,Food & Beverage,Food & Beverage,Taiwan,False,F
Brad Kelley,69.0,1416.85,Real Estate,Real Estate,United States,True,M
Mark Pincus,60.0,1416.6,Technology,Technology,United States,True,M
Li Ming,57.0,1415.18,Finance & Investments,Finance & Investments,Hong Kong,True,M
Nicole Shanahan,40.0,1414.3,Technology,Technology,United States,False,F
Lu Hongyan,48.0,1411.72,Media & Entertainment,Media & Entertainment,China,True,M
Eduard Kucera,73.0,1411.21,Technology,Technology,Czech Republic,True,M
Joseph Steinberg,82.0,1410.77,Finance & Investments,Finance & Investments,United States,True,M
Vladimir Bogdanov,74.0,1410.59,Energy,Energy,Russia,True,M
Nanu Gupta,83.0,1410.43,Fashion & Retail,Fashion & Retail,India,True,M
Lee Hae-jin,58.0,1410.31,Technology,Technology,South Korea,True,M
Binny Bansal,43.0,1410.29,Technology,Technology,India,True,M
Wu Xiaoge,53.0,1409.95,Manufacturing,Manufacturing,China,True,F
Daniel Calugar,72.0,1409.91,Finance & Investments,Finance & Investments,United States,True,M
Elly Reisman,76.0,1408.38,Real Estate,Real Estate,Canada,True,M
Susan Co,68.0,1408.02,Fashion & Retail,Fashion & Retail,Philippines,True,F
Andrei Kosogov,65.0,1407.73,Energy,Energy,Russia,True,M
Yao Yi,60.0,1407.38,Manufacturing,Manufacturing,China,True,M
Alexander Rakshin & family,74.0,1407.24,Food & Beverage,Food & Beverage,Russia,True,M
Lee Kar Whatt,52.0,1406.76,Fashion & Retail,Fashion & Retail,Malaysia,True,M
Jan-Hendrik Goldbeck,49.0,1405.7,Construction & Engineering,Construction & Engineering,Germany,False,M
Joachim Goldbeck,55.0,1405.7,Construction & Engineering,Construction & Engineering,Germany,False,M
Jörg-Uwe Goldbeck,58.0,1405.7,Construction & Engineering,Construction & Engineering,Germany,False,M
Li Hongjing,58.0,1404.81,Automotive,Automotive,China,True,M
Teresita Sy-Coson,75.0,1404.04,Diversified,Diversified,Philippines,False,F
Ronald Clarke,70.0,1403.6,Technology,Technology,United States,True,M
Douglas Rippel,59.0,1403.54,Finance & Investments,Finance & Investments,United States,True,M
Sergei Kolesnikov,54.0,1400.79,Manufacturing,Manufacturing,Russia,True,M
Ayman Hariri,47.0,1400.0,Construction & Engineering,Construction & Engineering,Lebanon,False,M
Ed Park,51.0,1400.0,Healthcare,Healthcare,United States,True,M
Luca Ferrari,41.0,1400.0,Technology,Technology,Italy,True,M
Todd Park,53.0,1400.0,Healthcare,Healthcare,United States,True,M
Andrew Bialecki,40.0,1399.67,Technology,Technology,United States,True,M
Mirwais Azizi,63.0,1399.31,Real Estate,Real Estate,Afghanistan,True,M
Teo Swee Ann,50.0,1398.57,Technology,Technology,Singapore,True,M
Mofatraj Munot,81.0,1398.5,Real Estate,Real Estate,India,True,M
Gleb Fetisov,59.0,1397.0,Telecom,Telecom,Russia,True,M
Albert Nahmad,85.0,1395.36,Manufacturing,Manufacturing,United States,True,M
Antonio Gallardo Ballart,90.0,1395.25,Healthcare,Healthcare,Spain,False,M
Soegiarto Adikoesoemo,88.0,1394.86,Diversified,Diversified,Indonesia,True,M
Stelios Haji-Ioannou,59.0,1394.47,Service,Service,Cyprus,False,M
Jose Ignacio Comenge,75.0,1392.06,Food & Beverage,Food & Beverage,Spain,False,M
Cristina Green,76.0,1390.63,Fashion & Retail,Fashion & Retail,United Kingdom,True,F
Philip Green,74.0,1390.63,Fashion & Retail,Fashion & Retail,United Kingdom,True,M
Ziv Aviram,67.0,1389.33,Automotive,Automotive,Israel,True,M
Sergey Dmitriev,60.0,1389.0,Technology,Technology,Cyprus,True,M
Trevor Burgess,53.0,1386.6,Finance & Investments,Finance & Investments,United States,True,M
Adam Norwitt,56.0,1386.6,Manufacturing,Manufacturing,United States,True,M
Sven Hagströmer,82.0,1386.28,Finance & Investments,Finance & Investments,Sweden,True,M
Xu Xudong & family,56.0,1386.24,Automotive,Automotive,China,True,M
Nie Tengyun & family,50.0,1384.2,Service,Service,China,True,M
Michelle Xia,59.0,1383.82,Healthcare,Healthcare,United States,True,F
Gary Magness,72.0,1382.74,Media & Entertainment,Media & Entertainment,United States,False,M
Li Zhigang,49.0,1382.31,Manufacturing,Manufacturing,China,True,M
Andrei Rappoport,62.0,1382.0,Finance & Investments,Finance & Investments,Russia,True,M
Zhang Wenzhong,64.0,1381.65,Fashion & Retail,Fashion & Retail,China,True,M
Igor Rybakov,53.0,1381.18,Manufacturing,Manufacturing,Russia,True,M
Liu Shengjun,57.0,1380.07,Manufacturing,Manufacturing,China,True,M
Sun Guangxin,63.0,1379.12,Diversified,Diversified,China,True,M
Hans-Otto Kromberg,83.0,1378.83,Manufacturing,Manufacturing,Germany,False,M
Naresh Jain,91.0,1378.56,Automotive,Automotive,India,True,M
Michel Litvak,74.0,1377.58,Logistics,Logistics,Russia,True,M
Jet Jie Li,51.0,1377.35,Logistics,Logistics,China,True,M
Frank Laukien,66.0,1376.72,Manufacturing,Manufacturing,United States,False,M
Wang Dong,,1376.54,Manufacturing,Manufacturing,China,True,M
A. Jayson Adair,56.0,1376.37,Automotive,Automotive,United States,True,M
Alexander Lutsenko & family,64.0,1375.4,Food & Beverage,Food & Beverage,Russia,True,M
Suh Kyung-bae,63.0,1375.02,Fashion & Retail,Fashion & Retail,South Korea,False,M
Qin Hua,58.0,1374.48,Food & Beverage,Food & Beverage,China,True,M
Josef Boquoi & family,92.0,1374.15,Food & Beverage,Food & Beverage,Germany,True,M
Wang Jilei,61.0,1370.83,Logistics,Logistics,China,True,M
Patrick Hanrahan,70.0,1369.87,Technology,Technology,United States,True,M
Vincent Lo,78.0,1369.39,Real Estate,Real Estate,Hong Kong,False,M
Greg Brown,65.0,1368.54,Technology,Technology,United States,True,M
Petro Poroshenko,60.0,1367.76,Food & Beverage,Food & Beverage,Ukraine,True,M
Gina Vecchiarelli,64.0,1366.94,Food & Beverage,Food & Beverage,United States,False,F
Terry Leprino,66.0,1366.94,Food & Beverage,Food & Beverage,United States,False,F
Marissa Mayer,50.0,1365.97,Technology,Technology,United States,True,F
Zhang Changhong,68.0,1365.51,Technology,Technology,China,True,M
Huang Chulong,67.0,1364.27,Real Estate,Real Estate,Canada,True,M
Ashwin Desai,74.0,1361.48,Manufacturing,Manufacturing,India,True,M
Gao Shuhua,79.0,1361.39,Healthcare,Healthcare,China,True,M
Deepinder Goyal,43.0,1361.11,Service,Service,India,True,M
Yu Lili,58.0,1360.43,Manufacturing,Manufacturing,China,True,F
Michael Spencer,70.0,1357.66,Finance & Investments,Finance & Investments,United Kingdom,True,M
Nikesh Arora,58.0,1357.4,Technology,Technology,United States,True,M
Tyler Perry,56.0,1357.1,Media & Entertainment,Media & Entertainment,United States,True,M
Samih Sawiris,69.0,1351.87,Service,Service,Egypt,False,M
Yu Peidi,66.0,1350.2,Real Estate,Real Estate,Hong Kong,True,M
Tope Awotona,45.0,1350.0,Technology,Technology,United States,True,M
Chen Shiliang,62.0,1348.61,Manufacturing,Manufacturing,China,True,M
Yasseen Mansour,64.0,1348.06,Diversified,Diversified,Egypt,True,M
Hua Xuande & family,82.0,1347.01,Healthcare,Healthcare,China,True,M
Harald Link,71.0,1345.94,Diversified,Diversified,Thailand,False,M
Bhikhabai Virani,72.0,1344.17,Food & Beverage,Food & Beverage,India,True,M
Charles Liang,68.0,1343.83,Technology,Technology,United States,True,M
Simón Pedro Barceló Vadell,60.0,1341.43,Real Estate,Real Estate,Spain,False,M
Helly Nahmad,49.0,1340.0,Finance & Investments,Finance & Investments,Italy,False,M
Joseph Nahmad,37.0,1340.0,Finance & Investments,Finance & Investments,Italy,False,M
Christopher Stolte,53.0,1338.29,Technology,Technology,United States,True,M
Hans Schmid,81.0,1337.58,Fashion & Retail,Fashion & Retail,Germany,True,M
Andy Fang,33.0,1337.12,Technology,Technology,United States,True,M
Yao Runhao,38.0,1337.0,Media & Entertainment,Media & Entertainment,China,True,M
Oscar Baeza Fares,65.0,1336.76,Food & Beverage,Food & Beverage,Mexico,True,M
Antonio Percassi,72.0,1335.13,Diversified,Diversified,Italy,True,M
William Lauder,66.0,1334.71,Fashion & Retail,Fashion & Retail,United States,False,M
Zhou Chengjian,60.0,1334.36,Fashion & Retail,Fashion & Retail,China,True,M
Smagulov Nurlan,60.0,1333.77,Automotive,Automotive,Kazakhstan,True,M
Zhang Shengwei,53.0,1333.64,Manufacturing,Manufacturing,China,True,M
