name,age,net_worth_million_usd,industries,country,self_made,gender
Vladimir Fartushnyak,64,1510.48,Fashion & Retail,Russia,True,M
Yuan Zhongxue,70,1509.3,Manufacturing,China,True,M
Xiang Wenbo,63,1508.86,Manufacturing,China,True,M
Kapil Bhatia,93,1508.72,Service,India,True,M
Liu Ming Chung,63,1508.55,Manufacturing,Brazil,True,M
Mori Arkin,73,1507.59,Healthcare,Israel,True,M
Hary Tanoesoedibjo,60,1507.05,Media & Entertainment,Indonesia,True,M
Michael Teel,74,1506.9,Fashion & Retail,United States,False,M
Carsten Koerl,61,1506.82,Sports,Germany,True,M
Kim Jung-youn,22,1505.49,Media & Entertainment,South Korea,False,F
Kim Jung-min,24,1505.49,Media & Entertainment,South Korea,False,F
Arsen Kanokov,69,1504.4,Real Estate,Russia,True,M
Lucio Co,71,1502.88,Fashion & Retail,Philippines,True,M
Premchand Godha,79,1500.68,Healthcare,India,True,M
Ignacio Torras,61,1500.0,Energy,United States,True,M
John Morgan,70,1500.0,Service,United States,True,M
Justin Yuan,45,1500.0,Media & Entertainment,China,True,M
Peter Ludwig,41,1500.0,Technology,United States,True,M
Prasanna Sankar,37,1500.0,Technology,India,True,M
Qasar Younis,44,1500.0,Technology,United States,True,M
Seth Klarman,68,1500.0,Finance & Investments,United States,True,M
Thomas Crowley Jr & family,59,1500.0,Logistics,United States,False,M
Xu Zhenhua,47,1500.0,Media & Entertainment,China,True,M
Tony Xu,41,1499.7,Technology,United States,True,M
Chirayu Amin,79,1499.3,Healthcare,India,False,M
Carmen Thyssen,83,1498.09,Manufacturing,Spain,False,F
Wang Xiaoshen,57,1497.91,Manufacturing,China,True,M
G.V. Prasad,65,1497.42,Healthcare,India,False,M
Karl Hedin,76,1497.12,Construction & Engineering,Sweden,False,M
Alan Gerry,97,1496.4,Media & Entertainment,United States,True,M
Thomas von Koch,60,1494.66,Finance & Investments,Sweden,True,M
Turgay Ciner,70,1494.04,Diversified,Turkey,True,M
Jim Koch,76,1493.96,Food & Beverage,United States,True,M
Heloise Pratt,63,1493.04,Manufacturing,Australia,False,F
Tiger Woods,50,1491.0,Sports,United States,True,M
Mao Zhongwu,63,1490.9,Manufacturing,China,True,M
Song Fei,59,1490.45,Manufacturing,China,True,M
Brendan Blumer,39,1490.29,Finance & Investments,Hong Kong,True,M
Wang Mingwang,58,1489.09,Manufacturing,China,True,M
Paul Fireman,82,1489.0,Fashion & Retail,United States,True,M
Arvind Lal,76,1488.98,Healthcare,India,False,M
Satish Reddy,58,1488.14,Healthcare,India,False,M
Wang Zhenghua,82,1487.62,Service,China,True,M
Stephen Winn,79,1486.8,Real Estate,United States,True,M
Lin Chang Su-O,85,1483.83,Real Estate,Taiwan,False,F
Yu Qibing & family,60,1481.88,Manufacturing,China,True,M
Dan Gertler,52,1480.72,Metals & Mining,Israel,False,M
Chen Zhisong,60,1480.59,Technology,China,True,M
Oguz Tezmen,78,1480.22,Finance & Investments,Turkey,False,M
Filip Balcaen & family,66,1479.32,Diversified,Belgium,False,M
Nir Zuk,55,1477.29,Technology,United States,True,M
Brad Keywell,56,1474.73,Technology,United States,True,M
Anas Sefrioui & family,68,1472.63,Real Estate,Morocco,True,M
Mu Rongjun,46,1471.39,Technology,China,True,M
Philip Fayer,48,1471.23,Technology,Canada,True,M
Stewart Butterfield,53,1471.16,Technology,Canada,True,M
Bingkun Xie & family,59,1471.16,Fashion & Retail,China,True,M
Jenny Lindén Urnes,55,1470.06,Manufacturing,Sweden,False,F
Georgios Peristeris,69,1468.86,Real Estate,Greece,True,M
Rolly van Rappard,65,1467.74,Finance & Investments,Netherlands,True,M
Rubens Ometto Silveira Mello,76,1466.86,Energy,Brazil,False,M
Chu Jian,63,1466.67,Manufacturing,China,True,M
Zhang Liguo,62,1466.34,Manufacturing,China,True,M
Roland Duchatelet & family,79,1466.34,Technology,Belgium,True,M
Pantas Sutardja,63,1465.08,Technology,United States,True,M
Rajeev Gulati,61,1464.9,Food & Beverage,India,False,M
Sylvia Wedemeyer,58,1464.13,Manufacturing,Germany,False,F
Jimmy Rane,79,1464.0,Manufacturing,United States,True,M
D.V. Manjunatha,58,1463.58,Energy,India,True,M
Lu Lili,65,1463.45,Technology,China,True,F
Chang Chung-Hsing,64,1460.8,Manufacturing,Taiwan,True,M
Barry Bentley & family,70,1460.54,Technology,United States,True,M
Vadim Vikulov,62,1460.41,Food & Beverage,Russia,True,M
Dora Voigt de Assis,28,1460.1,Manufacturing,Brazil,False,F
Lívia Voigt de Assis,21,1460.1,Manufacturing,Brazil,False,F
Li Jiaquan,62,1460.02,Manufacturing,China,True,M
Martin Herrenknecht,83,1459.45,Manufacturing,Germany,True,M
Chen Xuehua,65,1459.24,Metals & Mining,China,True,M
Rajju Shroff,92,1458.31,Manufacturing,India,True,M
Marc Lipschultz,57,1457.54,Finance & Investments,United States,True,M
Alexander Savelyev & family,72,1457.35,Finance & Investments,Russia,True,M
Li Xuhui,57,1456.97,Food & Beverage,China,True,F
Tseng Cheng,64,1454.32,Manufacturing,Taiwan,False,M
Harley Sy,66,1453.7,Diversified,Philippines,False,M
Faruk Eczacibasi,71,1449.05,Diversified,Turkey,False,M
David Xueling Li,53,1447.87,Technology,China,True,M
Adrian Paval,57,1447.77,Fashion & Retail,Romania,True,M
Shrikant Badve,60,1447.67,Automotive,India,True,M
Lucy Guo,31,1447.4,Technology,United States,True,F
Zheng Wei,55,1447.27,Healthcare,China,True,M
Tan Yu Yeh,55,1443.7,Fashion & Retail,Malaysia,True,M
Jose Ermirio de Moraes Neto,73,1442.34,Diversified,Brazil,False,M
Jose Roberto Ermirio de Moraes,68,1442.34,Diversified,Brazil,False,M
Neide Helena de Moraes,71,1442.34,Diversified,Brazil,False,F
Yao Hsiao Tung,86,1441.27,Manufacturing,Singapore,True,M
Li Zhen & family,62,1440.96,Manufacturing,China,True,M
George Marcus,84,1440.25,Real Estate,United States,True,M
Swift Xie,46,1440.0,Technology,China,True,M
Alexander Linnik,58,1438.06,Food & Beverage,Russia,True,M
Victor Linnik,58,1438.06,Food & Beverage,Russia,True,M
He Zhenggang,72,1437.14,Manufacturing,China,True,M
Chris Wallin,73,1436.63,Metals & Mining,Australia,True,M
Eric Hémar,63,1435.5,Logistics,France,True,M
Zhao Tongtong,59,1435.32,Service,Canada,True,F
Chaitanya Desai,54,1434.39,Manufacturing,India,False,M
Kushal Desai,59,1434.39,Manufacturing,India,False,M
Itamar Locks & family,71,1433.85,Food & Beverage,Brazil,False,M
Blairo Maggi,69,1433.69,Food & Beverage,Brazil,False,M
Andrei Filatov,54,1432.53,Logistics,Russia,True,M
Markus Persson,46,1432.08,Media & Entertainment,Sweden,True,M
Lu Yiwen,38,1431.13,Fashion & Retail,China,True,F
Kirit Doshi,61,1430.75,Energy,India,False,M
René Holecek,59,1428.85,Manufacturing,Czech Republic,True,M
Wang Qiangxiang,54,1426.35,Service,China,True,M
Wu Xushun & family,78,1425.36,Diversified,China,True,M
Onkar Kanwar,83,1425.32,Automotive,India,False,M
Adriaan Mol,42,1423.0,Technology,Netherlands,True,M
Chua Thian Poh,77,1422.77,Real Estate,Singapore,True,M
Wang Minwen,62,1422.7,Technology,China,True,M
Yan Zhi,53,1422.23,Real Estate,China,True,M
Max Levchin,50,1422.04,Finance & Investments,United States,True,M
LeBron James,41,1422.0,Sports,United States,True,M
Jared Smith,51,1421.0,Technology,United States,True,M
Carson Brice,58,1420.97,Finance & Investments,United States,False,F
Michael Wisser,53,1420.89,Logistics,Germany,False,M
Claire Bristow,59,1420.2,Finance & Investments,United States,False,F
Jordi Rubiralta,52,1417.33,Healthcare,Spain,False,M
Shirley Kao,69,1416.96,Food & Beverage,Taiwan,False,F
Brad Kelley,69,1416.85,Real Estate,United States,True,M
Mark Pincus,60,1416.6,Technology,United States,True,M
Li Ming,57,1415.18,Finance & Investments,Hong Kong,True,M
Nicole Shanahan,40,1414.3,Technology,United States,False,F
Lu Hongyan,48,1411.72,Media & Entertainment,China,True,M
Eduard Kucera,73,1411.21,Technology,Czech Republic,True,M
Joseph Steinberg,82,1410.77,Finance & Investments,United States,True,M
Vladimir Bogdanov,74,1410.59,Energy,Russia,True,M
Nanu Gupta,83,1410.43,Fashion & Retail,India,True,M
Lee Hae-jin,58,1410.31,Technology,South Korea,True,M
Binny Bansal,43,1410.29,Technology,India,True,M
Wu Xiaoge,53,1409.95,Manufacturing,China,True,F
Daniel Calugar,72,1409.91,Finance & Investments,United States,True,M
Elly Reisman,76,1408.38,Real Estate,Canada,True,M
Susan Co,68,1408.02,Fashion & Retail,Philippines,True,F
Andrei Kosogov,65,1407.73,Energy,Russia,True,M
Yao Yi,60,1407.38,Manufacturing,China,True,M
Alexander Rakshin & family,74,1407.24,Food & Beverage,Russia,True,M
Lee Kar Whatt,52,1406.76,Fashion & Retail,Malaysia,True,M
Jan-Hendrik Goldbeck,49,1405.7,Construction & Engineering,Germany,False,M
Joachim Goldbeck,55,1405.7,Construction & Engineering,Germany,False,M
Jörg-Uwe Goldbeck,58,1405.7,Construction & Engineering,Germany,False,M
Li Hongjing,58,1404.81,Automotive,China,True,M
Teresita Sy-Coson,75,1404.04,Diversified,Philippines,False,F
Ronald Clarke,70,1403.6,Technology,United States,True,M
Douglas Rippel,59,1403.54,Finance & Investments,United States,True,M
Sergei Kolesnikov,54,1400.79,Manufacturing,Russia,True,M
Ayman Hariri,47,1400.0,Construction & Engineering,Lebanon,False,M
Ed Park,51,1400.0,Healthcare,United States,True,M
Luca Ferrari,41,1400.0,Technology,Italy,True,M
Todd Park,53,1400.0,Healthcare,United States,True,M
Andrew Bialecki,40,1399.67,Technology,United States,True,M
Mirwais Azizi,63,1399.31,Real Estate,Afghanistan,True,M
Teo Swee Ann,50,1398.57,Technology,Singapore,True,M
Mofatraj Munot,81,1398.5,Real Estate,India,True,M
Gleb Fetisov,59,1397.0,Telecom,Russia,True,M
Albert Nahmad,85,1395.36,Manufacturing,United States,True,M
Antonio Gallardo Ballart,90,1395.25,Healthcare,Spain,False,M
Soegiarto Adikoesoemo,88,1394.86,Diversified,Indonesia,True,M
Stelios Haji-Ioannou,59,1394.47,Service,Cyprus,False,M
Jose Ignacio Comenge,75,1392.06,Food & Beverage,Spain,False,M
Cristina Green,76,1390.63,Fashion & Retail,United Kingdom,True,F
Philip Green,74,1390.63,Fashion & Retail,United Kingdom,True,M
Ziv Aviram,67,1389.33,Automotive,Israel,True,M
Sergey Dmitriev,60,1389.0,Technology,Cyprus,True,M
Trevor Burgess,53,1386.6,Finance & Investments,United States,True,M
Adam Norwitt,56,1386.6,Manufacturing,United States,True,M
Sven Hagströmer,82,1386.28,Finance & Investments,Sweden,True,M
Xu Xudong & family,56,1386.24,Automotive,China,True,M
Nie Tengyun & family,50,1384.2,Service,China,True,M
Michelle Xia,59,1383.82,Healthcare,United States,True,F
Gary Magness,72,1382.74,Media & Entertainment,United States,False,M
Li Zhigang,49,1382.31,Manufacturing,China,True,M
Andrei Rappoport,62,1382.0,Finance & Investments,Russia,True,M
Zhang Wenzhong,64,1381.65,Fashion & Retail,China,True,M
Igor Rybakov,53,1381.18,Manufacturing,Russia,True,M
Liu Shengjun,57,1380.07,Manufacturing,China,True,M
Sun Guangxin,63,1379.12,Diversified,China,True,M
Hans-Otto Kromberg,83,1378.83,Manufacturing,Germany,False,M
Naresh Jain,91,1378.56,Automotive,India,True,M
Michel Litvak,74,1377.58,Logistics,Russia,True,M
Jet Jie Li,51,1377.35,Logistics,China,True,M
Frank Laukien,66,1376.72,Manufacturing,United States,False,M
Wang Dong,65,1376.54,Manufacturing,China,True,M
A. Jayson Adair,56,1376.37,Automotive,United States,True,M
Alexander Lutsenko & family,64,1375.4,Food & Beverage,Russia,True,M
Suh Kyung-bae,63,1375.02,Fashion & Retail,South Korea,False,M
Qin Hua,58,1374.48,Food & Beverage,China,True,M
Josef Boquoi & family,92,1374.15,Food & Beverage,Germany,True,M
Wang Jilei,61,1370.83,Logistics,China,True,M
Patrick Hanrahan,70,1369.87,Technology,United States,True,M
Vincent Lo,78,1369.39,Real Estate,Hong Kong,False,M
Greg Brown,65,1368.54,Technology,United States,True,M
Petro Poroshenko,60,1367.76,Food & Beverage,Ukraine,True,M
Gina Vecchiarelli,64,1366.94,Food & Beverage,United States,False,F
Terry Leprino,66,1366.94,Food & Beverage,United States,False,F
Marissa Mayer,50,1365.97,Technology,United States,True,F
Zhang Changhong,68,1365.51,Technology,China,True,M
Huang Chulong,67,1364.27,Real Estate,Canada,True,M
Ashwin Desai,74,1361.48,Manufacturing,India,True,M
Gao Shuhua,79,1361.39,Healthcare,China,True,M
Deepinder Goyal,43,1361.11,Service,India,True,M
Yu Lili,58,1360.43,Manufacturing,China,True,F
Michael Spencer,70,1357.66,Finance & Investments,United Kingdom,True,M
Nikesh Arora,58,1357.4,Technology,United States,True,M
Tyler Perry,56,1357.1,Media & Entertainment,United States,True,M
Samih Sawiris,69,1351.87,Service,Egypt,False,M
Yu Peidi,66,1350.2,Real Estate,Hong Kong,True,M
Tope Awotona,45,1350.0,Technology,United States,True,M
Chen Shiliang,62,1348.61,Manufacturing,China,True,M
Yasseen Mansour,64,1348.06,Diversified,Egypt,True,M
Hua Xuande & family,82,1347.01,Healthcare,China,True,M
Harald Link,71,1345.94,Diversified,Thailand,False,M
Bhikhabai Virani,72,1344.17,Food & Beverage,India,True,M
Charles Liang,68,1343.83,Technology,United States,True,M
Simón Pedro Barceló Vadell,60,1341.43,Real Estate,Spain,False,M
Helly Nahmad,49,1340.0,Finance & Investments,Italy,False,M
Joseph Nahmad,37,1340.0,Finance & Investments,Italy,False,M
Christopher Stolte,53,1338.29,Technology,United States,True,M
Hans Schmid,81,1337.58,Fashion & Retail,Germany,True,M
Andy Fang,33,1337.12,Technology,United States,True,M
Yao Runhao,38,1337.0,Media & Entertainment,China,True,M
Oscar Baeza Fares,65,1336.76,Food & Beverage,Mexico,True,M
Antonio Percassi,72,1335.13,Diversified,Italy,True,M
William Lauder,66,1334.71,Fashion & Retail,United States,False,M
Zhou Chengjian,60,1334.36,Fashion & Retail,China,True,M
Smagulov Nurlan,60,1333.77,Automotive,Kazakhstan,True,M
Zhang Shengwei,53,1333.64,Manufacturing,China,True,M
Yang Yuanqing,61,1333.03,Technology,China,True,M
George Raymond Zage III,56,1332.62,Finance & Investments,Singapore,True,M
Stefan Kaluzny,59,1331.97,Finance & Investments,United States,True,M
Cao Jianwei,47,1329.5,Manufacturing,China,True,M
Andrei Molchanov,54,1329.48,Construction & Engineering,Russia,True,M
Nikolay Fartushnyak,60,1328.93,Fashion & Retail,Russia,True,M
Weng Xianding,64,1327.63,Healthcare,China,True,M
Kimbal Musk,53,1327.24,Automotive,United States,True,M
Shivratan Agarwal,74,1326.53,Food & Beverage,India,True,M
Boris Rotenberg,69,1326.39,Construction & Engineering,Russia,True,M
Femi Otedola,63,1326.21,Energy,Nigeria,True,M
Mikhail Fedyaev,63,1324.6,Diversified,Russia,True,M
Frank Holding Jr,64,1324.43,Finance & Investments,United States,False,M
Ravi Modi,49,1324.02,Fashion & Retail,India,True,M
Bahari Karim,64,1323.03,Manufacturing,Indonesia,False,M
Burhan Karim,66,1323.03,Manufacturing,Indonesia,False,M
Vicente Boluda Fos,71,1322.58,Logistics,Spain,False,M
Aerin Lauder,56,1321.94,Fashion & Retail,United States,False,F
Mustafa Latif Topbas,82,1321.71,Fashion & Retail,Turkey,True,M
Xiong Haitao,62,1321.4,Manufacturing,China,True,F
Kokuei Yuan,51,1320.69,Finance & Investments,Japan,True,M
Eduardo Costantini,79,1320.44,Real Estate,Argentina,True,M
Hou Juncheng,61,1319.76,Healthcare,China,True,M
Sara Blakely,55,1319.05,Fashion & Retail,United States,True,F
Ajlan bin Abdulaziz Al-Ajlan,65,1318.86,Diversified,Saudi Arabia,False,M
Polys Haji-Ioannou,66,1318.05,Service,Cyprus,False,M
Evangelos Mytilineos,72,1316.6,Energy,Greece,True,M
Ma Fei,58,1316.27,Technology,China,True,M
Mark Dixon,66,1316.16,Real Estate,United Kingdom,True,M
Elena Baturina,63,1315.8,Construction & Engineering,Russia,True,F
Nobutada Saji,80,1315.47,Food & Beverage,Japan,False,M
Richard Kayne,80,1315.0,Finance & Investments,United States,True,M
Andrei Kuzyaev,60,1314.78,Telecom,Russia,True,M
Dong Fan,65,1312.88,Healthcare,China,True,M
Lyudmila Kogan,60,1312.73,Finance & Investments,Russia,False,F
Wu Bo,71,1312.38,Manufacturing,China,True,M
Karen Virginia Beckmann Legoretta,65,1311.99,Food & Beverage,Mexico,False,F
Ryan Graves,42,1311.3,Technology,United States,True,M
Jorge Gallardo Ballart,84,1310.57,Healthcare,Spain,False,M
Bina Chhabria,68,1310.42,Food & Beverage,India,False,F
Michael Cagney,55,1310.12,Technology,United States,True,M
Chris Wanstrath,41,1310.0,Technology,United States,True,M
Mark Kurtser,68,1309.98,Healthcare,Russia,True,M
Larry Fink,73,1309.52,Finance & Investments,United States,True,M
Vinod Saraf,73,1309.25,Manufacturing,India,True,M
Geng Diangen,69,1307.48,Technology,China,True,M
Yuri Karptsov,62,1306.86,Fashion & Retail,Russia,True,M
He Zhaoxi,52,1305.74,Technology,China,True,M
Bruce Beal Jr,56,1304.95,Real Estate,United States,True,M
Zhang Jianhui,48,1304.89,Energy,China,True,M
Yang Ying & family,63,1303.17,Healthcare,China,True,F
David Kong,71,1301.08,Service,Malaysia,True,M
Aman Sanger,25,1300.0,Technology,United States,True,M
Arvid Lunnemark,26,1300.0,Technology,Sweden,True,M
Francesco Patarnello,40,1300.0,Technology,Italy,True,M
Luana Lopes Lara,29,1300.0,Finance & Investments,Brazil,True,F
Luca Querella,38,1300.0,Technology,Italy,True,M
Matteo Danieli,41,1300.0,Technology,Italy,True,M
Michael Truell,25,1300.0,Technology,United States,True,M
Steven Hao,30,1300.0,Technology,United States,True,M
Sualeh Asif,26,1300.0,Technology,Pakistan,True,M
Tarek Mansour,29,1300.0,Finance & Investments,United States,True,M
Ge Tairong,69,1299.49,Manufacturing,China,True,M
Kurt Krieger,78,1297.24,Fashion & Retail,Germany,True,M
Frederic Luddy,71,1296.82,Technology,United States,True,M
Chey Ki-won,61,1295.28,Technology,South Korea,False,F
Zhao Hongfei,51,1295.27,Technology,China,True,M
Irfan Razack,72,1294.88,Real Estate,India,False,M
Noaman Razack,68,1294.87,Real Estate,India,False,M
Rezwan Razack,71,1294.87,Real Estate,India,False,M
Michael Tojner,60,1294.76,Manufacturing,Austria,True,M
J. Wayne Weaver,90,1294.7,Diversified,United States,True,M
Michael Andlauer,61,1293.73,Logistics,Canada,True,M
Aluru Jagadish Prasad,80,1293.1,Manufacturing,India,True,M
Martin Moller Nielsen,61,1292.5,Logistics,Denmark,True,M
David Feffer,69,1291.29,Manufacturing,Brazil,False,M
Hugo Ribeiro & family,73,1290.83,Food & Beverage,Brazil,False,M
Zhong Sheng Jian,68,1290.53,Real Estate,Singapore,True,M
Michael Krasny,72,1290.0,Technology,United States,True,M
Thomas Mueller,65,1289.0,Technology,United States,True,M
Marcus Pürner,59,1288.85,Manufacturing,Germany,True,M
Jin Lei & family,71,1288.66,Healthcare,China,True,M
William Heinecke,76,1288.49,Real Estate,Thailand,True,M
Huang Yimeng,44,1286.57,Media & Entertainment,China,True,M
Christoph Zeller,68,1286.53,Healthcare,Liechtenstein,False,M
Réal Plourde,75,1285.43,Fashion & Retail,Canada,True,M
Carolin Hachenberg,41,1285.35,Automotive,Germany,False,F
Christian Hymer,40,1285.35,Automotive,Germany,False,M
Howard Huang,46,1284.35,Manufacturing,China,True,M
Chang Kuo-Ming,68,1283.68,Logistics,Taiwan,False,M
Thomas Bailey,89,1282.6,Finance & Investments,United States,True,M
Lev Kvetnoi,60,1282.47,Finance & Investments,Russia,True,M
Igor Yakovlev,60,1282.36,Fashion & Retail,Russia,True,M
Ni Yongpei & family,74,1280.7,Food & Beverage,China,True,M
Xu Yuejuan,64,1280.27,Manufacturing,China,True,F
Jose Luis Rubiralta,51,1279.59,Healthcare,Spain,False,M
Marc Rubiralta,42,1279.59,Healthcare,Spain,False,M
Xavier Rubiralta,46,1279.59,Healthcare,Spain,False,M
Tsao Ter-fung,79,1279.06,Food & Beverage,Taiwan,True,M
Mike Speiser,55,1278.51,Technology,United States,True,M
Ron Shaich,72,1278.04,Food & Beverage,United States,True,M
Wang Shih-Chung,64,1277.36,Manufacturing,Taiwan,True,M
Satya Nadella,58,1276.52,Technology,United States,True,M
Alexander Klyachin,58,1275.67,Real Estate,Russia,True,M
Lee Sang-hoon,63,1274.64,Healthcare,United States,True,M
Lin Zhixiong & family,52,1273.59,Healthcare,China,True,M
